"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2009","Hamburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Hessen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","312.50",""
"2009","Hessen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.80",""
"2009","Hessen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Darmstadt","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Darmstadt","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Darmstadt","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Gießen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Gießen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Gießen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Kassel","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Kassel","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Kassel","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Mecklenburg-Vorpommern","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","588.00",""
"2009","Mecklenburg-Vorpommern","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.80",""
"2009","Mecklenburg-Vorpommern","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Mecklenburg-Vorpommern","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Mecklenburg-Vorpommern","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Mecklenburg-Vorpommern","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Niedersachsen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,005.80",""
"2009","Niedersachsen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.70",""
"2009","Niedersachsen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Braunschweig","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Braunschweig","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Braunschweig","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Hannover","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Hannover","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Hannover","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Lüneburg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Lüneburg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Lüneburg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Weser-Ems","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Weser-Ems","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Weser-Ems","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Nordrhein-Westfalen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","680.30",""
"2009","Nordrhein-Westfalen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.40",""
"2009","Nordrhein-Westfalen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Düsseldorf","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Düsseldorf","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Düsseldorf","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Köln","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Köln","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Köln","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Münster","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Münster","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Münster","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Detmold","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Detmold","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Detmold","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Arnsberg","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Arnsberg","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Arnsberg","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Rheinland-Pfalz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","246.70",""
"2009","Rheinland-Pfalz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.30",""
"2009","Rheinland-Pfalz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Koblenz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Koblenz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Koblenz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Trier","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Trier","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Trier","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Rheinhessen-Pfalz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Rheinhessen-Pfalz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Rheinhessen-Pfalz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Saarland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","23.70",""
"2009","Saarland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.20",""
"2009","Saarland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Saarland","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Saarland","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Saarland","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Sachsen","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","422.60",""
"2009","Sachsen","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.50",""
"2009","Sachsen","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Dresden","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Dresden","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Dresden","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Chemnitz","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Chemnitz","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2009","Chemnitz","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
