"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2015","Voreio Aigaio","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.93",""
"2015","Voreio Aigaio","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Notio Aigaio","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","7.42",""
"2015","Notio Aigaio","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.34",""
"2015","Notio Aigaio","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Kriti","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","8.33",""
"2015","Kriti","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.73",""
"2015","Kriti","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Spain","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","6,195.86",""
"2015","Spain","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","489.39",""
"2015","Spain","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Noroeste (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","42.34",""
"2015","Noroeste (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.15",""
"2015","Noroeste (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Galicia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","40.77",""
"2015","Galicia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.11",""
"2015","Galicia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Principado de Asturias","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.45",""
"2015","Principado de Asturias","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.04",""
"2015","Principado de Asturias","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Cantabria","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1.12",""
"2015","Cantabria","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2015","Cantabria","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Noreste (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,162.10",""
"2015","Noreste (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","46.26",""
"2015","Noreste (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","País Vasco","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","43.96",""
"2015","País Vasco","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.85",""
"2015","País Vasco","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Comunidad Foral de Navarra","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","190.09",""
"2015","Comunidad Foral de Navarra","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","8.75",""
"2015","Comunidad Foral de Navarra","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","La Rioja","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","51.16",""
"2015","La Rioja","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.34",""
"2015","La Rioja","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aragón","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","876.88",""
"2015","Aragón","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","32.32",""
"2015","Aragón","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Comunidad de Madrid","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","81.14",""
"2015","Comunidad de Madrid","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.15",""
"2015","Comunidad de Madrid","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Comunidad de Madrid","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","81.14",""
"2015","Comunidad de Madrid","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.15",""
"2015","Comunidad de Madrid","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centro (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","3,664.50",""
"2015","Centro (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","340.91",""
"2015","Centro (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Castilla y León","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,989.61",""
"2015","Castilla y León","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","144.57",""
"2015","Castilla y León","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Castilla-la Mancha","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,389.34",""
"2015","Castilla-la Mancha","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","180.32",""
"2015","Castilla-la Mancha","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extremadura","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","285.54",""
"2015","Extremadura","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","16.03",""
"2015","Extremadura","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Este (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","439.50",""
"2015","Este (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","12.84",""
"2015","Este (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Cataluña","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","352.73",""
"2015","Cataluña","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","8.10",""
"2015","Cataluña","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Comunidad Valenciana","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","46.89",""
"2015","Comunidad Valenciana","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.52",""
"2015","Comunidad Valenciana","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Illes Balears","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","39.88",""
"2015","Illes Balears","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","3.22",""
"2015","Illes Balears","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Sur (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","804.12",""
"2015","Sur (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","78.66",""
"2015","Sur (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Andalucía","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","749.15",""
"2015","Andalucía","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","78.07",""
"2015","Andalucía","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Región de Murcia","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","54.97",""
"2015","Región de Murcia","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.59",""
"2015","Región de Murcia","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Ciudad Autónoma de Ceuta (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2015","Ciudad Autónoma de Ceuta (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2015","Ciudad Autónoma de Ceuta (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Ciudad Autónoma de Melilla (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2015","Ciudad Autónoma de Melilla (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.00",""
"2015","Ciudad Autónoma de Melilla (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Canarias (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.17",""
"2015","Canarias (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.41",""
"2015","Canarias (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Canarias (ES)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2.17",""
"2015","Canarias (ES)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.41",""
"2015","Canarias (ES)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 1","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Extra-Regio NUTS 2","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","France","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","9,575.54",""
"2015","France","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","269.00",""
"2015","France","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Île de France","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","366.69",""
"2015","Île de France","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","21.52",""
"2015","Île de France","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Île de France","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","366.69",""
"2015","Île de France","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","21.52",""
"2015","Île de France","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre - Val de Loire","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne - Franche-Comté","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne - Franche-Comté","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne - Franche-Comté","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Franche-Comté","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Franche-Comté","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Franche-Comté","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Normandie","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Normandie","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Normandie","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Basse-Normandie","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Basse-Normandie","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Basse-Normandie","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Haute-Normandie","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Haute-Normandie","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Haute-Normandie","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais - Picardie","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais - Picardie","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais - Picardie","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord-Pas de Calais","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Picardie","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Picardie","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Picardie","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace - Champagne-Ardenne - Lorraine","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace - Champagne-Ardenne - Lorraine","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace - Champagne-Ardenne - Lorraine","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Champagne-Ardenne","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Champagne-Ardenne","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Champagne-Ardenne","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Lorraine","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Lorraine","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Lorraine","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine - Limousin - Poitou-Charentes","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine - Limousin - Poitou-Charentes","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine - Limousin - Poitou-Charentes","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Limousin","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Limousin","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Limousin","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Poitou-Charentes","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Poitou-Charentes","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Poitou-Charentes","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon - Midi-Pyrénées","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon - Midi-Pyrénées","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon - Midi-Pyrénées","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Languedoc-Roussillon","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Midi-Pyrénées","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Midi-Pyrénées","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Midi-Pyrénées","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne - Rhône-Alpes","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne - Rhône-Alpes","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne - Rhône-Alpes","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Rhône-Alpes","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Rhône-Alpes","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Rhône-Alpes","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Provence-Alpes-Côte d'Azur","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Corse","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","RUP FR - Régions ultrapériphériques françaises","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","RUP FR - Régions ultrapériphériques françaises","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","RUP FR - Régions ultrapériphériques françaises","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guadeloupe","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guadeloupe","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guadeloupe","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Martinique","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Martinique","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Martinique","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guyane","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guyane","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Guyane","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","La Réunion","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","La Réunion","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","La Réunion","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Mayotte","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Mayotte","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Mayotte","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bassin Parisien (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","3,987.80",""
"2015","Bassin Parisien (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","153.04",""
"2015","Bassin Parisien (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Champagne-Ardenne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","756.58",""
